Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
149|149|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA||MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -||Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -|Quito||Quito|No Disponible|Ecuador|(02) 2 238 - 060 |||(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|||
149|149|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA||MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA (ECUADOR)|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -||Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -|Quito||Quito|No Disponible|Ecuador|(02) 2 238 - 060 |||(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|||
149|149|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Quito|Quito|Ecuador|Ecuador|(02) 2 238 - 060 |(02) 2 238 - 060|(02) 2 552-019 |(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/|
149|149|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA (ECUADOR)|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Quito|Quito|Ecuador|Ecuador|(02) 2 238 - 060 |(02) 2 238 - 060|(02) 2 552-019 |(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/|
149|149|MIDUVI -MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|MIDUVI -MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Quito|Quito|Ecuador|Ecuador|(02) 2 238 - 060 |(02) 2 238 - 060 |(02) 2 552-019 |(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/|
149|149|MIDUVI -MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|MIDUVI -MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|MIDUVI_ MINISTERIO DE DESARROLLO URBANO Y VIVIENDA (ECUADOR)|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Quito|Quito|Ecuador|Ecuador|(02) 2 238 - 060 |(02) 2 238 - 060 |(02) 2 552-019 |(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/|
15|15|CONPES-CONSEJO NACIONAL DE POLITICA ECONOMICA Y SOCIAL|CONPES-CONSEJO NACIONAL DE POLITICA ECONOMICA Y SOCIAL|CONPES_CONSEJO NACIONAL DE POLITICA ECONOMICA Y SOCIAL|Calle 26 # 13 - 19 - Edificio Fonade|Calle 26 # 13 - 19 - Edificio Fonade||Bogotá|Bogotá||Colombia|No Disponible|(051) 381 50 00 |(051) 381 50 00 |||||||www.dnp.gov.co|
150|150|KIMBERLY BOLIVIA S.A.|KIMBERLY BOLIVIA S.A.|KIMBERLY BOLIVIA S.A.|Parque Industrial - 5|Parque Industrial - 5|Parque Industrial - 5, Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 46.53.15|591-3/ 46.53.15|591-3/ 46.51.59|591-3/ 46.51.59|591-3/ 46.66.60|||||
152|152|EMDELU|EMPRESA DESCENTRALIZADA DE LAS ALCALDÍAS|EMDELU_EMPRESA MUNICIPAL DE LIMPIEZA URBANA|Parque Industrial (detrás de los UPSA)|Parque Industrial (detrás de los UPSA)|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 47.03.43|591-3/ 47.03.43|||591-3/ 47.601|||||
152|152|EMDELU - Empresa Municipal de Limpieza Urbana|EMDELU - Empresa Municipal de Limpieza Urbana|EMDELU_EMPRESA MUNICIPAL DE LIMPIEZA URBANA|Parque Industrial (detrás de los UPSA)|Parque Industrial (detrás de los UPSA)|Parque Industrial (detrás de los UPSA)|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 47.03.43|591-3/ 47.03.43|0800-90.09|0800-9009|591-3/ 47.601|||||
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar|Porto Alegre|Porto Alegre|Porto Alegre|Brasil|Brasil|(51) 2125-3150|(51) 2125-3150|||(51) 2125-3143||portoalegre@emater.tche.br|portoalegre@emater.tche.br|www.emater.tche.br| 90040-130 - Porto Alegre/RS
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|Rua Severino de A.,  Guarita 18, 58.360, Itabaiana - PB|SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF  |SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF   |Itabaiana - PB|Brasília-DF |Brasília-DF |Brasil|Brasil|3340-3001|3340-3001 |||3340-3006|| emater@emater.df.gov.br |presid@emater.df.gov.br |www.emater.df.gov.br/|EP: 70770-915
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Minas Gerais|Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar|Porto Alegre|Porto Alegre|Porto Alegre|Brasil|Brasil|(51) 2125-3150|(51) 2125-3150|||(51) 2125-3143||portoalegre@emater.tche.br|portoalegre@emater.tche.br|www.emater.tche.br| 90040-130 - Porto Alegre/RS
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Minas Gerais|Rua Severino de A.,  Guarita 18, 58.360, Itabaiana - PB|SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF  |SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF   |Itabaiana - PB|Brasília-DF |Brasília-DF |Brasil|Brasil|3340-3001|3340-3001 |||3340-3006|| emater@emater.df.gov.br |presid@emater.df.gov.br |www.emater.df.gov.br/|EP: 70770-915
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - PE|Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar|Porto Alegre|Porto Alegre|Porto Alegre|Brasil|Brasil|(51) 2125-3150|(51) 2125-3150|||(51) 2125-3143||portoalegre@emater.tche.br|portoalegre@emater.tche.br|www.emater.tche.br| 90040-130 - Porto Alegre/RS
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - PE|Rua Severino de A.,  Guarita 18, 58.360, Itabaiana - PB|SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF  |SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF   |Itabaiana - PB|Brasília-DF |Brasília-DF |Brasil|Brasil|3340-3001|3340-3001 |||3340-3006|| emater@emater.df.gov.br |presid@emater.df.gov.br |www.emater.df.gov.br/|EP: 70770-915
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - RS|Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar|Porto Alegre|Porto Alegre|Porto Alegre|Brasil|Brasil|(51) 2125-3150|(51) 2125-3150|||(51) 2125-3143||portoalegre@emater.tche.br|portoalegre@emater.tche.br|www.emater.tche.br| 90040-130 - Porto Alegre/RS
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - RS|Rua Severino de A.,  Guarita 18, 58.360, Itabaiana - PB|SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF  |SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF   |Itabaiana - PB|Brasília-DF |Brasília-DF |Brasil|Brasil|3340-3001|3340-3001 |||3340-3006|| emater@emater.df.gov.br |presid@emater.df.gov.br |www.emater.df.gov.br/|EP: 70770-915
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - SC/ACARESC|Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar| Rua Botafogo, 1051 2º andar|Porto Alegre|Porto Alegre|Porto Alegre|Brasil|Brasil|(51) 2125-3150|(51) 2125-3150|||(51) 2125-3143||portoalegre@emater.tche.br|portoalegre@emater.tche.br|www.emater.tche.br| 90040-130 - Porto Alegre/RS
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|EMATER - SC/ACARESC|Rua Severino de A.,  Guarita 18, 58.360, Itabaiana - PB|SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF  |SAIN - Parque Estação Biológica - Ed. Sede - EMATER-DF   |Itabaiana - PB|Brasília-DF |Brasília-DF |Brasil|Brasil|3340-3001|3340-3001 |||3340-3006|| emater@emater.df.gov.br |presid@emater.df.gov.br |www.emater.df.gov.br/|EP: 70770-915
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|RUA DR. JOÃO LACERDA, 395 CORDEIRO |RUA DR. JOÃO LACERDA, 395 CORDEIRO|RUA DR. JOÃO LACERDA, 395 CORDEIRO |Recife - PE|Recife - PE|RECIFE PE|Brasil|Brasil|(081) 228 1322|(081) 228 1322|||(081) 227 1098|||||CEP 50711 902
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Minas Gerais|RUA DR. JOÃO LACERDA, 395 CORDEIRO |RUA DR. JOÃO LACERDA, 395 CORDEIRO|RUA DR. JOÃO LACERDA, 395 CORDEIRO |Recife - PE|Recife - PE|RECIFE PE|Brasil|Brasil|(081) 228 1322|(081) 228 1322|||(081) 227 1098|||||CEP 50711 902
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - PE|RUA DR. JOÃO LACERDA, 395 CORDEIRO |RUA DR. JOÃO LACERDA, 395 CORDEIRO|RUA DR. JOÃO LACERDA, 395 CORDEIRO |Recife - PE|Recife - PE|RECIFE PE|Brasil|Brasil|(081) 228 1322|(081) 228 1322|||(081) 227 1098|||||CEP 50711 902
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - RS|RUA DR. JOÃO LACERDA, 395 CORDEIRO |RUA DR. JOÃO LACERDA, 395 CORDEIRO|RUA DR. JOÃO LACERDA, 395 CORDEIRO |Recife - PE|Recife - PE|RECIFE PE|Brasil|Brasil|(081) 228 1322|(081) 228 1322|||(081) 227 1098|||||CEP 50711 902
153|153|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - Empresa de Assiténcia Técnica e Extensão Rural / PE|EMATER - SC/ACARESC|RUA DR. JOÃO LACERDA, 395 CORDEIRO |RUA DR. JOÃO LACERDA, 395 CORDEIRO|RUA DR. JOÃO LACERDA, 395 CORDEIRO |Recife - PE|Recife - PE|RECIFE PE|Brasil|Brasil|(081) 228 1322|(081) 228 1322|||(081) 227 1098|||||CEP 50711 902
153|153|EMATER -Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Empresa de Assiténcia Técnica e Extensão Rural|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|Florianópolis - SC|Florianópolis - SC|Florianópolis - SC|Brasil|Brasil|PABX (41) 3250-2100|PABX (41) 3250-2100|||S.A.C (41) 3250-2166||grparanagua@emater.pr.gov.br|grparanagua@emater.pr.gov.br|www.emater.pr.gov.br|
153|153|EMATER -Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Minas Gerais|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|Florianópolis - SC|Florianópolis - SC|Florianópolis - SC|Brasil|Brasil|PABX (41) 3250-2100|PABX (41) 3250-2100|||S.A.C (41) 3250-2166||grparanagua@emater.pr.gov.br|grparanagua@emater.pr.gov.br|www.emater.pr.gov.br|
153|153|EMATER -Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - PE|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|Florianópolis - SC|Florianópolis - SC|Florianópolis - SC|Brasil|Brasil|PABX (41) 3250-2100|PABX (41) 3250-2100|||S.A.C (41) 3250-2166||grparanagua@emater.pr.gov.br|grparanagua@emater.pr.gov.br|www.emater.pr.gov.br|
153|153|EMATER -Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - RS|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|Florianópolis - SC|Florianópolis - SC|Florianópolis - SC|Brasil|Brasil|PABX (41) 3250-2100|PABX (41) 3250-2100|||S.A.C (41) 3250-2166||grparanagua@emater.pr.gov.br|grparanagua@emater.pr.gov.br|www.emater.pr.gov.br|
153|153|EMATER -Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - Instituto Paranaense de Assistência Técnica e Extensão Rural |EMATER - SC/ACARESC|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|SC/ACARESC Rodovia S.C. Estra da Geral Itacorubi, 88.000|Florianópolis - SC|Florianópolis - SC|Florianópolis - SC|Brasil|Brasil|PABX (41) 3250-2100|PABX (41) 3250-2100|||S.A.C (41) 3250-2166||grparanagua@emater.pr.gov.br|grparanagua@emater.pr.gov.br|www.emater.pr.gov.br|
153|153|EMATER-Unidade Local de Tabatinga|EMATER-Unidade Local de Tabatinga|EMATER - Empresa de Assiténcia Técnica e Extensão Rural|Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Planaltina-DF|Planaltina-DF|Planaltina-DF|Brasil|Brasil|3501-1992|3501-1992||||| eltab@emater.df.gov.br | eltab@emater.df.gov.br |www.emater.df.gov.br/|CEP: 73300-000
153|153|EMATER-Unidade Local de Tabatinga|EMATER-Unidade Local de Tabatinga|EMATER - Minas Gerais|Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Planaltina-DF|Planaltina-DF|Planaltina-DF|Brasil|Brasil|3501-1992|3501-1992||||| eltab@emater.df.gov.br | eltab@emater.df.gov.br |www.emater.df.gov.br/|CEP: 73300-000
153|153|EMATER-Unidade Local de Tabatinga|EMATER-Unidade Local de Tabatinga|EMATER - PE|Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Planaltina-DF|Planaltina-DF|Planaltina-DF|Brasil|Brasil|3501-1992|3501-1992||||| eltab@emater.df.gov.br | eltab@emater.df.gov.br |www.emater.df.gov.br/|CEP: 73300-000
153|153|EMATER-Unidade Local de Tabatinga|EMATER-Unidade Local de Tabatinga|EMATER - RS|Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Planaltina-DF|Planaltina-DF|Planaltina-DF|Brasil|Brasil|3501-1992|3501-1992||||| eltab@emater.df.gov.br | eltab@emater.df.gov.br |www.emater.df.gov.br/|CEP: 73300-000
153|153|EMATER-Unidade Local de Tabatinga|EMATER-Unidade Local de Tabatinga|EMATER - SC/ACARESC|Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Núcleo Rural de Tabatinga - Sede  |Planaltina-DF|Planaltina-DF|Planaltina-DF|Brasil|Brasil|3501-1992|3501-1992||||| eltab@emater.df.gov.br | eltab@emater.df.gov.br |www.emater.df.gov.br/|CEP: 73300-000
154|154|EMBRATER - Empresa Brasileira de Assiténcia Técnica e Extensáo Rural|EMBRATER|EMBRATER - Empresa Brasileira de Assiténcia Técnica e Extensáo Rural|Parque Estação Biológica - PqEB s/n°|Parque Estação Biológica - PqEB s/n°|Parque Estação Biológica - PqEB s/n°|Brasilia - D.F.|Brasilia - D.F.|Brasilia - D.F.|Brasil|Brasil|(61) 3448-4433||||(61) 3448-4890 |(61)  3448-4891||||CEP 70770-901
155|155|SECTAM - Secretária de Estado de Ciência Tecnologia e Meio Ambiente|SECTAM - Secretária de Estado de Ciência Tecnologia e Meio Ambiente|SECTAM - Secretária de Estado de Ciência Tecnologia e Meio Ambiente|Tv. Lomas Valentina, 2717 - Março / Cep 66087-440 (Sectam). Otra dirección:  Tv. 09 de Janeiro, Passagem Sta Lúcia , 38 - Cremação - Cep. 66065-390        |Tv. Lomas Valentina, 2717 - Março / Cep 66087-440 (Sectam). Otra dirección:  Tv. 09 de Janeiro, Passagem Sta Lúcia , 38 - Cremação - Cep. 66065-390     |Tv. Lomas Valentina, 2717 - Março / Cep 66087-440 (Sectam). Otra dirección:  Tv. 09 de Janeiro, Passagem Sta Lúcia , 38 - Cremação - Cep. 66065-390     |Belém (Pará)|Belém (Pará)|Belém (Pará)|No Disponible|Brasil|55-91/ 987.29.07|55-91/ 987.29.07||                                    |55-91/ 266.41.98||funtec@amazon.com.br|funtec@amazon.com.br||
156|156|UFPA - Universidade Federal do Pará|UFPA - Universidade Federal do Pará|UFPA - Universidade Federal do Pará|Centro Tecnológico      |Centro Tecnológico      |Centro Tecnológico   |Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 223.95.42|55-91/ 223.95.42||||||||
157|157|COSANPA - Companhia de Saneamento do Pará|COSANPA - Companhia de Saneamento do Pará|Companhia de Saneamento do Pará|Magalhães Barata, 1201      |Magalhães Barata, 1201      |Magalhães Barata, 1201      |Belém (Pará)|Belém (Pará)|Belém (Pará)|No Disponible|Brasil|55-91/ 211.43.22|55-91/ 211.43.22|55-91/ 982.72.45|55-91/ 982.72.45|||marajo@nautihis.com.br|||
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente|Campus Universitário do Guamá, Campus Profissional     |Campus Universitário do Guamá, Campus Profissional    |POEMA - Programa Pobreza e Meio Ambiente:    Campus Universitário do Guamá, Campus Profissional      |Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/  211.16.86|55-91/ 211.16..86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br|poema@ufpa.br||Caixa Postal 8606
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente|Universidade Federal do Pará - UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Belém, Pará|Belém (Pará)|Belém (Pará)|Brasil|No Disponible|55-91/  211.16.86|55-91/  211.16.86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br ; mnazare@ufpa.br|poema@ufpa.br ; mnazare@ufpa.br|http://www.poema.org.br/|Cx.Postal 8606 / CEP: 66075-900  
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|Campus Universitário do Guamá, Campus Profissional     |Campus Universitário do Guamá, Campus Profissional    |POEMA - Programa Pobreza e Meio Ambiente:    Campus Universitário do Guamá, Campus Profissional      |Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/  211.16.86|55-91/ 211.16..86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br|poema@ufpa.br||Caixa Postal 8606
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|Universidade Federal do Pará - UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Belém, Pará|Belém (Pará)|Belém (Pará)|Brasil|No Disponible|55-91/  211.16.86|55-91/  211.16.86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br ; mnazare@ufpa.br|poema@ufpa.br ; mnazare@ufpa.br|http://www.poema.org.br/|Cx.Postal 8606 / CEP: 66075-900  
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|Programa Pobreza e Meio Ambiente na Amazônia (POEMA)|Campus Universitário do Guamá, Campus Profissional     |Campus Universitário do Guamá, Campus Profissional    |POEMA - Programa Pobreza e Meio Ambiente:    Campus Universitário do Guamá, Campus Profissional      |Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/  211.16.86|55-91/ 211.16..86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br|poema@ufpa.br||Caixa Postal 8606
158|158|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|POEMA - Programa Pobreza e Meio Ambiente. UFPA - Universidade Federal do Pará|Programa Pobreza e Meio Ambiente na Amazônia (POEMA)|Universidade Federal do Pará - UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Universidade Federal do Pará-UFPA, Campus Universitário do Guamá, Setor Profissional - Casa do POEMA|Belém, Pará|Belém (Pará)|Belém (Pará)|Brasil|No Disponible|55-91/  211.16.86|55-91/  211.16.86|55-91/ 211.17.00|55-91/ 211.17.00|55-91/  211.16.87||poema@ufpa.br ; mnazare@ufpa.br|poema@ufpa.br ; mnazare@ufpa.br|http://www.poema.org.br/|Cx.Postal 8606 / CEP: 66075-900  
